PROVNUM,STATE,RESTOT,BEDCERT,OVERALL_RATING,TOTHRD,PTHRD,WEIGHTED_ALL_CYCLES_SCORE
445441,TN,55.9,120,3,5.82598,0.13853,41.6
445442,TN,89.9,115,3,3.32878,0.06922,31.2
445443,TN,53.6,83,4,3.33148,0.14503,14.4
445444,TN,111.9,120,5,3.26845,0.06467,2.4
445445,TN,,66,5,,,4
445446,TN,111.8,130,2,4.10034,0.06517,500.8
445447,TN,48.8,57,4,2.84222,0,0
445448,TN,77.5,120,4,3.62783,0.15928,25.6
445449,TN,50.9,90,2,3.53562,0.07374,45.6
445451,TN,102,125,2,3.48247,0.04325,445.4
445452,TN,103.4,126,4,3.50868,0.07075,19.2
445453,TN,92,170,2,3.68786,0.07691,29.6
445454,TN,52.2,89,4,3.20227,0.10993,16.8
445455,TN,114.7,113,2,3.46123,0.13391,43.2
445456,TN,80.3,90,2,2.96787,0.04827,16
445457,TN,55.7,85,5,2.87088,0.08655,0
445458,TN,,84,4,,,7.2
445459,TN,30.8,50,5,3.72687,0.10014,0
445460,TN,81.7,90,3,3.78132,0.18165,21.6
445461,TN,137,156,2,2.95412,0.01606,109.6
445462,TN,109.7,127,4,3.68852,0.15248,27.2
445463,TN,97.5,120,4,4.27197,0.09359,6.4
445464,TN,71.2,76,5,3.09398,0.07911,1.6
445465,TN,66.9,181,2,3.40515,0.11933,56
445467,TN,66.2,121,4,5.19656,0.111,16
445468,TN,89.1,120,2,5.00059,0.07457,28.8
445469,TN,94.1,101,4,3.48646,0.08013,6.4
445470,TN,,32,1,,,166.8
445471,TN,112.8,132,2,3.62393,0,31.2
445472,TN,40.1,44,5,6.86217,0.1788,0
445473,TN,146.3,160,5,4.45409,0.04988,4.8
445474,TN,63,70,5,3.60016,0.11906,0
445475,TN,139.5,180,4,4.633,0.32663,16.8
445476,TN,87.7,95,2,3.30841,0.02528,31.6
445477,TN,58.3,70,1,3.11318,0.18617,40
445478,TN,65.1,75,2,3.06102,0.10189,19.2
445479,TN,95.2,133,4,2.7977,0.13692,20.8
445480,TN,54.3,66,2,2.51287,0.08725,15.2
445481,TN,33.2,67,1,,,40.8
445482,TN,37.1,50,3,,,16.8
445483,TN,87.2,103,2,3.68343,0,479.2
445484,TN,135.1,140,4,4.52847,0.03936,11.2
445485,TN,157.1,180,3,3.49799,0.07977,36
445486,TN,,38,2,,,10.4
445487,TN,72,84,2,3.19455,0.06508,38.4
445488,TN,57.9,66,5,4.78408,0.15551,9.6
445489,TN,60.3,66,5,4.22577,0.12158,1.6
445490,TN,72.1,75,3,5.55835,0.09019,20.8
445491,TN,135,150,3,3.91627,0.0884,39.2
445492,TN,52.9,144,3,3.39472,0.06617,24
445493,TN,28.8,48,2,3.13725,0.04952,47.2
445494,TN,75.7,89,5,3.47781,0.23119,4
445495,TN,96.9,114,1,4.21216,0.08295,93.6
445496,TN,66.3,113,4,4.58036,0.09888,13.6
445497,TN,,123,1,,,76.8
445500,TN,55.7,60,4,3.59405,0.06643,9.6
445501,TN,134,194,2,3.45388,0.07213,29.6
445502,TN,83.3,98,3,2.79595,0.08443,13.6
445503,TN,89.3,114,2,3.7204,0.11519,21.6
445504,TN,89.7,150,1,3.04201,0.1168,90.4
445506,TN,32.6,30,5,4.50563,0.22395,16
445507,TN,78.1,124,5,4.80251,0.40646,11.2
445508,TN,41.7,56,4,4.29863,0.07461,26.4
445509,TN,87,124,2,4.59352,0.48514,34.4
445510,TN,55.2,62,4,6.27987,0,24.8
445511,TN,68.7,120,3,4.42108,0.52342,27.2
445512,TN,63.3,119,2,4.11138,0.10389,100.8
445513,TN,68.8,84,2,4.65527,0.10189,56.8
445515,TN,80.9,90,5,4.75487,0.17982,1.6
445516,TN,108.1,139,2,4.2993,0.0688,799.6
445517,TN,54.6,60,5,4.40527,0.34019,3.2
445518,TN,92.2,109,3,3.90834,0.06887,18.4
445519,TN,86.5,92,5,5.1821,0.31096,2.4
445520,TN,90,120,5,4.55635,0.37926,0
445521,TN,10.6,20,4,8.50373,0.26576,9.6
445522,TN,76.9,90,3,3.71602,0.087,36
445523,TN,16.4,30,5,7.05333,0.84349,4.8
445524,TN,102.4,108,5,6.50835,0.07319,2.4
445525,TN,79.6,90,5,5.25642,0.36572,14.4
445526,TN,,66,5,,,6.4
445527,TN,,49,3,,,32.8
445528,TN,33.6,108,,5.68762,0.47078,.
445529,TN,,88,,,,.
445530,TN,,120,,,,.
4.40E+133,TN,,56,1,,,31.2
4.40E+167,TN,33.5,39,3,4.54176,0,5.6
4.40E+176,TN,31,40,1,3.47553,0,52
4.40E+201,TN,44.1,50,2,3.68255,0,61.6
4.40E+233,TN,43.2,50,5,3.08867,0,3.2
4.40E+252,TN,37.3,79,3,6.29574,0,38.4
44E445,TN,60.5,104,4,,,26.4
44E446,TN,48.2,62,3,4.10538,0,20.8
455001,TX,127.3,214,1,2.94329,0.0697,115.2
455020,TX,132,154,1,3.12311,0.11058,488.6
455061,TX,49.6,69,5,5.13916,0.27992,38.4
455069,TX,22.9,29,5,4.89765,0.21614,1.6
455278,TX,73.8,118,3,3.33627,0.07119,43.2
455333,TX,,134,2,,,65.6
455351,TX,69.6,124,4,4.43693,0.09851,20.8
455359,TX,71.3,114,2,1.92715,0.04333,950.4
455390,TX,112.1,222,3,2.94593,0.02211,91.2
455412,TX,132.7,180,3,3.46115,0,48
455416,TX,105.3,268,1,3.41274,0.07918,137.6
455423,TX,98.2,105,2,4.25005,0.05787,248
455429,TX,80.5,92,1,3.06915,0.0728,168
455444,TX,100.7,144,1,3.24812,0.07148,457
455450,TX,47,106,3,3.9263,0,94.4
455455,TX,130.7,201,3,3.21137,0.05686,60.8
455456,TX,43.7,120,4,4.45088,0.16996,21.6
455457,TX,74.9,104,4,3.36654,0.10159,21.6
455463,TX,117.1,186,4,3.56073,0.06592,43.2
455467,TX,117.2,237,1,3.28181,0.05163,134.4
455471,TX,,187,1,,,353.6
455472,TX,,113,1,,,346
455475,TX,86.4,108,4,3.04238,0,0
455477,TX,67.2,120,1,3.18797,0.13329,745.6
455478,TX,103.1,202,4,3.45605,0.07447,18.4
455480,TX,,116,4,,,21.6
455484,TX,,100,1,,,190.4
455485,TX,81.5,120,2,3.32716,0.09301,48
455486,TX,73.9,155,5,4.74449,0,11.2
455489,TX,77.5,99,4,3.16438,0.02361,14.4
455490,TX,65.6,109,1,3.02061,0,226.6
455493,TX,98.1,120,2,3.34528,0.02434,115.2
455494,TX,87.5,163,5,3.70827,0.14037,19.2
455497,TX,110.6,126,2,2.76868,0.06216,50.4
455503,TX,55.3,50,1,3.25699,0.13284,81.6
455504,TX,42.6,111,3,,,108.8
455507,TX,79.3,109,2,2.74786,0,89.6
455509,TX,61.4,96,3,,,141.6
455510,TX,65.8,143,2,,,99.2
455513,TX,45.4,45,4,3.25607,0.16632,68.8
455515,TX,72.9,123,1,3.0371,0,193.6
455517,TX,61.8,57,1,3.3945,0.03876,323.6
455522,TX,77.7,104,2,3.25231,0.08,75.2
455523,TX,142,79,5,5.60127,0.05336,37.6
455528,TX,131.3,198,1,3.48643,0.04087,604.2
455532,TX,82,90,1,3.13438,0.18649,114.4
455533,TX,133.9,180,1,3.17708,0.04172,99.2
455534,TX,39.5,84,3,,,92
455536,TX,115.1,200,3,3.02187,0.06611,38.4
455538,TX,119.4,138,2,2.89682,0.05743,75.2
455544,TX,68.7,106,4,3.51906,0.02473,76
455549,TX,47.9,60,2,3.11555,0.16911,100
455550,TX,,137,1,,,364.4
455551,TX,45.5,93,2,3.30015,0.04781,114.4
455554,TX,105.8,186,3,3.43294,0.02527,32
455555,TX,38.3,116,3,3.87942,0.09994,53.6
455557,TX,130.8,204,3,,,128
455560,TX,96.1,97,2,3.62201,0.02,72
455561,TX,64.9,82,2,3.21468,0.14362,72
455563,TX,52.3,71,2,,,96
455565,TX,72.5,102,1,2.97825,0.04425,168
455569,TX,72.9,150,1,3.28843,0.10775,84.8
455570,TX,74.1,109,1,3.18088,0.09974,100.8
455572,TX,88.3,128,3,3.05711,0.08548,54.4
455573,TX,86.9,179,4,3.84356,0.13322,32.8
455574,TX,79.2,122,1,3.01685,0.12087,234
455575,TX,104.7,164,1,3.19641,0.0658,629
455576,TX,47.9,92,4,3.36173,0.21997,32.8
455577,TX,39.3,104,4,3.48114,0,64.8
455579,TX,65.5,128,3,3.36947,0,117.6
455582,TX,56,105,2,3.32282,0.14391,76
455586,TX,82.5,93,2,3.16418,0.09431,128
455589,TX,65.4,120,2,,,87.2
455591,TX,76.3,152,2,3.01185,0.07622,76.8
455592,TX,,240,1,,,263
455594,TX,52.8,60,5,3.36159,0.16157,30.4
455597,TX,99.2,135,4,3.59363,0.15419,78.4
455599,TX,182.7,197,4,3.1221,0.06642,40
455601,TX,84.8,115,4,2.97276,0.04416,0
455602,TX,54.7,157,1,2.85321,0.06436,116.8
455606,TX,160.6,179,1,2.82041,0.03788,117.6
455608,TX,66,101,4,2.58536,0,43.2
455611,TX,40.5,99,3,1.92459,0,46.4
455613,TX,,120,2,,,96
455617,TX,111.8,180,3,3.85917,0.21831,133.4
455618,TX,,184,4,,,37.6
455621,TX,95.5,105,2,3.75954,0.26079,249.2
455625,TX,89.7,100,2,3.05043,0.1409,137.6
455626,TX,,161,3,,,25.6
455627,TX,60.7,88,4,4.03832,0.10535,22.4
455628,TX,125,150,3,3.30262,0.1569,49.6
455631,TX,98.8,139,3,3.24375,0.07782,36.8
455637,TX,55.7,124,3,3.12853,0.17332,57.6
455638,TX,87.6,128,4,3.53244,0.09279,30.4
455641,TX,52.2,66,2,3.29499,0.08506,94.4
455642,TX,32.4,60,1,,,120
455643,TX,79.3,120,3,2.87307,0.05807,31.2
455646,TX,101.9,171,4,4.29459,0.03467,26.4
455651,TX,109.8,161,3,3.51225,0.15007,52
455652,TX,106.3,120,3,3.35514,0.12496,85.6
455653,TX,,204,4,,,44.8
455662,TX,75.7,67,2,3.40459,0.10129,118.4
455670,TX,76.3,90,4,3.75456,0.07479,25.6
455672,TX,37.7,60,4,4.44965,0.16536,49.6
455673,TX,83.8,115,4,,,57.6
455674,TX,79.8,100,4,,,33.6
455675,TX,59.2,99,2,5.1573,0.13667,123.2
455676,TX,50,75,3,2.90072,0.06576,54.4
455678,TX,88.9,115,2,3.93966,0.15539,110.4
455682,TX,133.7,169,2,2.833,0.08987,466.8
455683,TX,17.4,20,5,7.74832,0.32756,0
455684,TX,110.6,198,1,3.47945,0.06681,394
455685,TX,38.9,60,4,3.93905,0.16394,74.4
455687,TX,96.2,146,4,3.26833,0.07923,56.8
455689,TX,100.4,150,3,3.35116,0.07849,123.2
455690,TX,50.4,59,1,4.50836,0.14728,81.6
455691,TX,21,28,5,7.29584,0.47378,32.8
455697,TX,100.4,121,1,3.24278,0.067,382
455699,TX,76.2,120,1,2.98589,0.10366,375
455700,TX,92.2,166,1,3.70718,0.07845,595.8
455702,TX,35.9,60,2,3.68307,0.19238,67.2
455703,TX,92.1,130,2,3.10899,0.14532,191.2
455705,TX,50,75,4,3.90263,0.15517,60.8
455709,TX,47.9,62,2,2.32497,0.0446,78.6
455712,TX,37.9,88,1,3.12146,0.05195,116.8
455713,TX,86.6,119,2,5.26301,0.03152,210.4
455714,TX,127.6,148,1,3.05365,0.10683,87.2
455715,TX,72.6,108,3,3.10405,0.08427,48.8
455718,TX,,104,1,,,515.2
455724,TX,73.2,179,1,3.7057,0.12232,477.6
455725,TX,105.2,134,2,3.04323,0.13424,49.6
455726,TX,99.9,142,3,2.98208,0.13946,45.6
455727,TX,129.8,150,3,2.73923,0.06378,36.8
455728,TX,,170,3,,,64
455731,TX,96.6,202,3,3.55544,0.0709,68.8
455732,TX,136.5,162,5,3.42848,0.05085,26.4
455733,TX,116,164,2,2.47051,0.07007,70.4
455736,TX,26.1,30,5,,,10.4
455737,TX,41.5,82,5,3.703,0.07859,16
455742,TX,,106,1,,,88.8
455744,TX,81.8,102,1,3.11313,0.07834,118.6
455745,TX,97.3,120,1,3.05281,0.07233,141.6
455748,TX,113.9,111,1,2.7048,0.07019,383.2
455753,TX,102.3,101,3,3.17952,0.06668,53.6
455754,TX,79.3,120,1,3.07731,0.0918,138.4
455756,TX,,161,1,,,90.4
455757,TX,120.7,148,3,3.11656,0.10921,59.2
455761,TX,150.3,170,2,3.60706,0.09767,168
455762,TX,113.1,162,5,3.3506,0.16562,36.8
455763,TX,137.8,178,3,3.73232,0.10076,48
455770,TX,,36,3,,,14.4
455771,TX,96,93,5,3.285,0.07688,44.8
455785,TX,81,120,2,2.61643,0.0575,224.2
455789,TX,122,170,4,3.66224,0.06188,44.8
455794,TX,,120,2,,,48
455796,TX,86.1,126,2,3.22241,0.09017,416
455797,TX,126.2,150,2,2.99215,0.04973,68
455798,TX,64.7,120,5,3.69336,0.23446,44.8
455799,TX,90.5,120,5,3.68036,0.10357,28.8
455800,TX,137.4,180,2,3.54055,0.13721,352.4
455802,TX,101.2,113,2,4.25204,0.1299,139.2
455804,TX,65.6,120,3,3.84029,0.10751,104
455805,TX,7.2,18,3,7.48341,0.65082,100.8
455806,TX,74.9,136,1,3.24566,0.04233,132.8
455808,TX,25,104,5,3.51785,0.12163,28.8
455810,TX,96.3,122,5,4.25714,0.15953,48
455812,TX,112.5,150,2,3.34525,0.17673,313.6
455815,TX,176.5,102,1,1.68056,0.04584,540.8
455817,TX,103.9,132,3,3.35892,0.08004,99.2
455819,TX,116.1,180,1,3.57725,0.09287,517
455822,TX,146.6,127,2,3.6113,0.12412,185.6
455823,TX,98.7,130,5,3.33994,0.13017,9.6
455824,TX,124.9,88,3,2.93272,0.04801,38.4
455831,TX,47.6,98,1,2.84716,0.04186,335.2
455832,TX,187.1,150,5,2.1347,0.07432,4.8
455834,TX,85.2,112,2,2.92202,0.08994,278
455835,TX,78.6,122,1,3.98122,0.16506,336.6
455838,TX,61,94,2,3.01087,0.04996,80
455840,TX,56.7,110,1,3.14604,0.04045,256.4
455848,TX,,18,4,,,1.6
455849,TX,134,180,4,3.19847,0.0509,19.2
455850,TX,86.1,86,4,2.91546,0.02261,0
455854,TX,57.6,93,4,4.37871,0.25414,40.8
455855,TX,,145,1,,,699
455856,TX,40.9,60,2,3.29032,0.10983,72
455861,TX,64.4,160,5,3.1113,0.22052,12.8
455862,TX,,107,3,,,102.4
455864,TX,56.7,120,4,4.1353,0.27141,40
455866,TX,73.4,55,3,4.13213,0.25158,80.8
455869,TX,92.7,150,1,3.27913,0.05728,309
455870,TX,36.7,60,4,4.78686,0.17071,43.2
455871,TX,67.7,120,3,,,92
455872,TX,66.8,118,5,3.8538,0.13625,14.4
455876,TX,166.2,214,3,3.31403,0.0836,121.6
455879,TX,72.8,115,3,4.08311,0.01968,68.8
455881,TX,65.6,98,1,2.64235,0.0247,244.6
455887,TX,65.8,68,1,3.17989,0.12207,80
455889,TX,52,120,3,,,38.4
455891,TX,59.3,120,5,3.68698,0.18072,3.2
455892,TX,,217,1,,,52
455893,TX,48.8,60,3,2.637,0,25.6
455895,TX,190.1,280,2,3.21774,0.06587,67.2
455900,TX,89,122,1,2.68738,0.08777,88
455901,TX,,72,1,,,81.6
455903,TX,95.3,148,5,,,16
455904,TX,83.3,163,5,3.47663,0.08521,11.2
455906,TX,85.7,122,3,3.20908,0.07659,32
455908,TX,118,146,5,3.54597,0,8
455910,TX,71.7,90,4,3.47734,0.20346,41.6
455913,TX,46.2,90,5,4.52617,0.23758,19.2
455915,TX,125.8,181,1,3.2798,0.03295,92.8
455916,TX,90.6,98,3,,,80.8
455917,TX,86.3,122,4,3.42756,0.14287,57.6
455923,TX,89.8,120,4,3.21216,0,25.6
455925,TX,83.6,79,3,3.54135,0.09897,83.2
455929,TX,70.7,95,1,3.31059,0.1098,239.4
455930,TX,94.2,108,5,,,9.6
455931,TX,105.3,120,5,3.29357,0.04881,27.2
455934,TX,68.9,96,1,3.034,0.36795,206.4
455935,TX,89.7,150,2,3.37102,0.08451,86.4
455936,TX,52.3,80,1,3.13225,0,486.8
455940,TX,67.3,117,1,3.19425,0.04467,333.8
455941,TX,71.5,120,3,2.82809,0.0947,64.8
455942,TX,66.4,120,3,3.38033,0.08736,75.2
455944,TX,53,120,1,3.61317,0.05084,147.6
455946,TX,64.1,79,1,2.91169,0.12025,159.6
455951,TX,46.8,76,1,3.40985,0.06384,294
455952,TX,99.6,142,4,3.60411,0.07601,39.2
455954,TX,34.5,76,3,3.01517,0.06409,51.2
455957,TX,80.4,116,2,3.00687,0.03208,65.6
455959,TX,49.5,108,3,,,81.6
455960,TX,83.6,116,4,3.55618,0.08885,50.4
455961,TX,75.6,106,1,3.31959,0.08258,341.6
455962,TX,42.7,115,1,2.86231,0.10757,234.8
455963,TX,48.5,104,1,3.01436,0.04378,80
455965,TX,203,367,4,3.47867,0.08215,24
455968,TX,83,120,2,2.82473,0.03069,49.6
455969,TX,42.6,74,4,4.41631,0.18858,56
455970,TX,44.9,116,4,3.25661,0.04311,28.8
455972,TX,29.7,24,1,3.21038,0.07016,206
455974,TX,,92,1,,,482.8
455975,TX,29.9,46,4,5.234,0.27791,64.8
455981,TX,6,9,5,8.66982,0.25373,0
455983,TX,206.9,225,4,3.81804,0,59.2
455985,TX,82.6,132,3,3.10536,0.06948,52.8
455986,TX,109.7,159,2,3.06911,0.09043,92.8
455987,TX,20.4,66,1,4.46188,0.13909,197.8
455989,TX,40.9,110,3,3.11457,0.06206,9.6
455994,TX,83.3,120,2,2.99556,0.10415,209.2
455996,TX,107.3,135,5,3.11005,0.08132,5.6
455999,TX,133.6,150,2,3.04087,0.05566,58.4
45E312,TX,,70,2,,,68.8
45E341,TX,,59,2,,,350.2
45E393,TX,37.2,46,2,3.98662,0,170.8
45E409,TX,48.1,62,5,3.00185,0,34.4
45E458,TX,33.7,34,3,3.69085,0,38.4
45E629,TX,56.4,60,5,3.60169,0,26.4
45E631,TX,30.7,34,4,3.94809,0,62.4
45E694,TX,,63,3,,,60.8
45E761,TX,28.8,30,2,2.93082,0,54.4
45E852,TX,34.8,54,4,5.76371,0,40
45E947,TX,,33,3,,,32
45F094,TX,,42,2,,,56
45F197,TX,36.9,41,5,4.80116,0,19.2
45F199,TX,36,47,4,4.15418,0.01564,7.2
45F207,TX,54.4,60,1,2.44457,0,308.8
45F402,TX,99.1,100,4,4.56469,0,24
45F410,TX,113.5,143,4,4.07896,0,39.2
45F411,TX,32.4,41,5,3.49235,0,0
45F414,TX,39.5,64,4,3.83806,0,44.8
45F462,TX,27.8,50,5,3.68594,0,46.4
45F470,TX,95.1,120,3,4.72536,0.02604,103.2
45F497,TX,,64,4,,,16
45F603,TX,33.8,49,3,3.66331,0,64.8
465003,UT,93.8,176,4,3.92825,0.13267,68
465006,UT,70.3,107,2,3.93035,0.34062,125.2
465009,UT,37.6,63,3,3.49505,0.07018,90.4
465020,UT,35.2,72,5,3.55664,0.19114,15.2
465049,UT,56.5,100,5,3.40892,0.18786,0
465057,UT,61.5,104,4,2.78182,0.03337,38.4
465059,UT,44.7,98,4,3.30278,0.0395,49.6
465062,UT,101.9,125,3,4.2076,0,35.2
465064,UT,73.4,122,2,3.29454,0.10938,64
465066,UT,107.1,120,1,3.14338,0.12607,117.6
465067,UT,126.8,168,4,4.26704,0.08861,104.8
465069,UT,65.3,108,5,3.6339,0.22604,4.8
465072,UT,63.6,100,3,3.11796,0.12733,102.8
465074,UT,58.3,77,2,3.25746,0.05109,472.4
465075,UT,102.3,124,2,4.50728,0.1351,186.6
465078,UT,,103,4,,,26.4
465079,UT,84.8,172,3,4.61875,0.04372,64
465082,UT,,99,3,,,44.8
465083,UT,59.1,88,4,3.39795,0.1311,30.4
465084,UT,47.6,90,4,4.54133,0.15626,39.2
465085,UT,26.7,55,4,3.63373,0,31.2
465086,UT,57.3,155,2,2.35711,0,198
465088,UT,38.4,52,4,3.33236,0,15.2
465089,UT,85.2,104,5,4.26218,0.09431,46.4
465090,UT,42.3,52,4,3.74554,0.18909,40.8
465091,UT,52.3,93,2,3.44704,0.11665,59.2
465092,UT,56.1,110,4,5.35902,0.18535,36.8
465093,UT,53.3,84,4,2.95685,0.08484,44.8
465094,UT,110.8,184,1,3.63316,0.11858,133.6
465095,UT,161,221,5,3.79447,0.11885,31.2
465096,UT,60.4,90,2,3.9236,0.04623,260.6
465097,UT,49.6,106,2,4.18582,0.13447,118.4
465098,UT,44.3,100,4,3.26827,0.19571,44.8
465100,UT,45.2,99,2,3.39087,0.17365,108.8
465101,UT,36.2,60,5,3.47196,0.21854,28.8
465102,UT,32.2,58,3,3.61075,0.04237,66
465104,UT,60.5,120,4,3.73318,0.22709,49.6
465107,UT,35.3,80,5,3.60763,0.05864,49.6
465108,UT,70.8,120,2,3.4729,0.18386,325.2
465109,UT,77.9,120,3,3.61574,0.15355,51.2
465111,UT,109.4,154,4,3.65607,0.22372,32.8
465112,UT,66,100,4,3.98214,0.11064,48
465115,UT,47.9,120,2,3.91334,0.20077,192
465116,UT,70.1,120,2,3.5504,0.13681,225.6
465117,UT,70.1,140,3,3.10771,0.10046,56
465119,UT,94.8,220,2,3.78489,0.15961,64.8
465123,UT,4.8,11,5,,,0
465124,UT,79.6,82,3,3.49478,0.10048,69.6
465125,UT,44.9,61,2,3.56039,0.12972,91.2
465128,UT,56.8,121,3,3.57908,0,93.6
465129,UT,,76,3,,,45.6
465130,UT,48,50,4,4.07804,0.2555,22.4
465137,UT,60.8,124,4,3.90058,0.15348,46.4
465139,UT,58.6,120,2,4.36513,0.19972,131.2
465140,UT,9.7,14,5,7.86164,1.15608,9.6
465143,UT,60,120,4,4.56874,0.11274,33.6
465144,UT,48.6,53,5,,,7.2
465146,UT,114.7,140,3,3.10516,0.10169,81.6
465147,UT,24.6,46,1,3.67431,0.37293,152.4
465149,UT,40.7,45,4,3.54974,0.17627,32.8
465150,UT,78.2,81,5,3.54996,0.08203,4.8
465152,UT,75.2,156,3,4.02598,0.15812,105.6
465153,UT,21.8,50,2,5.2025,0.37574,106.4
465155,UT,28.4,30,5,5.80384,0.81013,17.6
465156,UT,66.1,122,5,3.81639,0.12122,29.6
465157,UT,43.5,60,2,3.7879,0.44061,130.4
465158,UT,37.2,41,1,3.211,0,32
465159,UT,36.5,38,4,5.31014,0.56384,68
465160,UT,46.5,60,5,5.17314,0.55398,39.2
465162,UT,13.9,20,5,6.63894,0.63788,27.2
465163,UT,58,102,5,3.21571,0.09033,22.4
465165,UT,23.2,38,3,4.14271,0,69.6
465166,UT,36,38,5,5.49853,0.75312,24
465167,UT,29.2,34,4,4.91584,0.43023,8.8
465168,UT,35.4,40,4,4.47295,0.49409,57.6
465169,UT,30.9,30,5,5.54079,0.65183,8
465170,UT,22.2,24,5,5.34406,0.68973,7.2
465171,UT,40.8,40,5,3.46931,0.63302,6.4
465172,UT,114.1,120,5,4.78327,0.09533,4.8
465173,UT,24.2,30,5,4.56968,0.30729,14.4
465174,UT,37.8,40,5,5.64829,0.93433,1.6
465175,UT,37.3,46,4,3.40795,0,28
465176,UT,24.3,32,4,5.80721,0.3787,40.8
465177,UT,10.6,16,5,6.71149,0,26.4
465178,UT,81.6,119,3,4.1012,0.1978,73.6
465179,UT,35.3,36,5,6.58479,0.24741,7.2
465180,UT,,108,5,,,8
465181,UT,105.4,108,5,6.05899,0.13567,24
465182,UT,41.1,52,4,5.27796,0.59521,46.4
465183,UT,27.4,29,2,2.95392,0,116.6
465184,UT,77.9,120,4,3.63785,0.09467,81.6
465185,UT,55,61,3,2.84328,0,46.4
465186,UT,,42,,,,.
465187,UT,17,35,,4.50818,0,.
465188,UT,12.1,99,,6.62297,0.77521,.
465189,UT,,16,,,,.
46A058,UT,35.3,36,5,3.34986,0,25.6
46A064,UT,30.2,34,1,2.95313,0,616
46A066,UT,35.6,37,3,2.1817,0,74
46A069,UT,24.4,26,4,2.8432,0,39.2
46A070,UT,27.9,36,5,6.02564,0,9.6
46A071,UT,47.3,85,1,3.5266,0,400
46A072,UT,17.3,21,,4.99044,0,.
475003,VT,127.1,144,4,3.5433,0.14984,30.4
475008,VT,51.9,60,5,3.61883,0.15332,8
475012,VT,137,158,5,3.78026,0.12424,17.6
475014,VT,94.8,126,4,3.85611,0.29094,39.2
475017,VT,91.3,105,4,5.13084,0.10851,27.2
475018,VT,117,125,4,3.84931,0.15917,26.4
475019,VT,82.4,110,3,3.76975,0.14169,47.2
475020,VT,91.3,141,2,3.90109,0.21804,72
475021,VT,75,115,4,4.12093,0.13179,28
475023,VT,71.3,80,5,3.91982,0.16994,4.8
475025,VT,74.2,102,3,3.76879,0.09891,31.2
475026,VT,36.5,50,4,3.36345,0.0685,26.4
475027,VT,64.1,100,2,3.87369,0.13211,43.2
475029,VT,94,150,5,4.62918,0.19318,18.4
475030,VT,127.4,150,1,3.74704,0.21197,67.2
475032,VT,121,177,5,4.48434,0.0672,7.2
475033,VT,57.4,90,1,4.95866,0.14069,76.8
475036,VT,42.3,44,5,3.1982,0.02418,0
475037,VT,70.9,96,3,3.39844,0.15232,43.2
475039,VT,90.8,123,2,3.76408,0.06754,70.4
475040,VT,56.2,73,2,4.46758,0.14474,115.2
475042,VT,67.6,71,4,3.4776,0.03056,12.8
475043,VT,27.4,30,4,4.17273,0.16367,52
475044,VT,47.4,60,1,4.38417,0,128
475045,VT,117.8,153,3,4.3082,0.26849,52
475046,VT,35.3,39,3,4.17357,0.20477,60
475047,VT,61.3,64,5,5.6056,0.19512,0
475048,VT,21.3,23,5,4.07166,0.04188,2.4
475049,VT,36.4,44,3,4.06623,0.21986,37.6
475050,VT,,43,1,,,103.2
475052,VT,38.3,46,3,3.12483,0.07268,24
475053,VT,48.1,50,5,4.28152,0.08502,0
475055,VT,21,30,5,4.91135,0.23741,0
475056,VT,31.6,33,5,3.05135,0.09978,0
475057,VT,68.9,72,4,4.16902,0,33.6
475058,VT,28.9,30,3,4.42825,0,12.8
495002,VA,82.5,98,4,3.49142,0,44
495011,VA,82.6,96,5,3.64119,0.2039,28.8
495013,VA,245.6,315,2,2.81158,0.08413,49.6
495015,VA,280.3,312,4,4.10863,0.05045,30.4
495019,VA,256.3,307,4,4.26113,0.12687,34.4
495034,VA,57.2,60,5,4.07503,0.23486,16.8
495038,VA,113.2,120,4,3.98106,0.11297,73.6
495045,VA,159,194,4,3.33849,0.11232,73.6
495046,VA,96.4,111,4,3.61723,0,16.8
495057,VA,70,80,4,,,39.2
495068,VA,143.9,169,1,3.30399,0.04884,130.2
495071,VA,186.8,242,2,4.13474,0.08234,111.2
495077,VA,91.6,118,5,3.23967,0.16307,8
495079,VA,198.9,216,2,3.39833,0.04357,84.8
495085,VA,113.8,124,5,3.34316,0.14163,24.8
495086,VA,81,112,2,3.49219,0.11966,45.6
495087,VA,215.5,240,3,2.65725,0.03933,44
495092,VA,228.8,253,3,3.79913,0.05462,42.4
495093,VA,174.3,180,1,3.08215,0.10276,97.2
495096,VA,146.1,158,5,4.42093,0.14368,25.6
495097,VA,169.5,180,4,3.16161,0.11358,43.2
495099,VA,164,200,5,4.67537,0.13362,18.4
495102,VA,118.2,161,5,3.94132,0.16971,9.6
495105,VA,145.4,180,1,3.2856,0.05009,84.8
495107,VA,105.9,120,3,3.22718,0.06282,40.8
495108,VA,168.8,180,2,3.33526,0.06334,59.2
495109,VA,138.2,145,1,3.39844,0.14548,109.2
495112,VA,98.8,166,4,4.38401,0,21.6
495113,VA,57.8,90,3,,,34.4
495114,VA,144.3,240,2,3.43214,0.09726,113.6
495115,VA,144.1,196,2,3.4239,0.07278,129.6
495117,VA,155.1,192,4,4.79148,0.13667,39.2
495118,VA,145.7,180,2,3.30011,0.04583,63.2
495120,VA,69.8,80,5,5.95974,0.14178,16
495121,VA,173.1,180,1,3.38845,0.07515,189.6
495123,VA,103.9,130,2,2.47308,0.13399,108
